sample_name,assay_type,library_prep_date,flowcell_id,file_type,gcs_uri,gcs_bucket,file_path,file_format,extra_metadata
SAMPLE-00021,RNA-Seq,3/21/26,FC-00001,qc_html,gs://lims-analysis/rna_seq/SAMPLE-00021/2026-03-21/qc_html.html,lims-analysis,,html,{}
SAMPLE-00022,RNA-Seq,3/22/26,FC-00002,counts,gs://lims-analysis/rna_seq/SAMPLE-00022/2026-03-22/counts.tsv,lims-analysis,,tsv,{}
SAMPLE-00022,RNA-Seq,3/22/26,FC-00002,qc_html,gs://lims-analysis/rna_seq/SAMPLE-00022/2026-03-22/qc_html.html,lims-analysis,,html,{}
SAMPLE-00023,ChIP-Seq,3/23/26,FC-00003,vcf,gs://lims-analysis/chip_seq/SAMPLE-00023/2026-03-23/vcf.vcf.gz,lims-analysis,,vcf.gz,{}
SAMPLE-00023,ChIP-Seq,3/23/26,FC-00003,qc_html,gs://lims-analysis/chip_seq/SAMPLE-00023/2026-03-23/qc_html.html,lims-analysis,,html,{}
SAMPLE-00024,ChIP-Seq,3/24/26,FC-00004,vcf,gs://lims-analysis/chip_seq/SAMPLE-00024/2026-03-24/vcf.vcf.gz,lims-analysis,,vcf.gz,{}
SAMPLE-00024,ChIP-Seq,3/24/26,FC-00004,qc_html,gs://lims-analysis/chip_seq/SAMPLE-00024/2026-03-24/qc_html.html,lims-analysis,,html,{}
SAMPLE-00025,ATAC-Seq,3/25/26,FC-00005,counts,gs://lims-analysis/atac_seq/SAMPLE-00025/2026-03-25/counts.tsv,lims-analysis,,tsv,{}
SAMPLE-00025,ATAC-Seq,3/25/26,FC-00005,qc_html,gs://lims-analysis/atac_seq/SAMPLE-00025/2026-03-25/qc_html.html,lims-analysis,,html,{}
SAMPLE-00026,ATAC-Seq,3/26/26,FC-00001,counts,gs://lims-analysis/atac_seq/SAMPLE-00026/2026-03-26/counts.tsv,lims-analysis,,tsv,{}
SAMPLE-00026,ATAC-Seq,3/26/26,FC-00001,qc_html,gs://lims-analysis/atac_seq/SAMPLE-00026/2026-03-26/qc_html.html,lims-analysis,,html,{}
SAMPLE-00027,RNA-Seq,3/27/26,FC-00002,counts,gs://lims-analysis/rna_seq/SAMPLE-00027/2026-03-27/counts.tsv,lims-analysis,,tsv,{}
SAMPLE-00027,RNA-Seq,3/27/26,FC-00002,qc_html,gs://lims-analysis/rna_seq/SAMPLE-00027/2026-03-27/qc_html.html,lims-analysis,,html,{}
SAMPLE-00028,ChIP-Seq,3/28/26,FC-00003,vcf,gs://lims-analysis/chip_seq/SAMPLE-00028/2026-03-28/vcf.vcf.gz,lims-analysis,,vcf.gz,{}
SAMPLE-00028,ChIP-Seq,3/28/26,FC-00003,qc_html,gs://lims-analysis/chip_seq/SAMPLE-00028/2026-03-28/qc_html.html,lims-analysis,,html,{}
SAMPLE-00029,RNA-Seq,3/29/26,FC-00004,counts,gs://lims-analysis/rna_seq/SAMPLE-00029/2026-03-29/counts.tsv,lims-analysis,,tsv,{}
SAMPLE-00029,RNA-Seq,3/29/26,FC-00004,qc_html,gs://lims-analysis/rna_seq/SAMPLE-00029/2026-03-29/qc_html.html,lims-analysis,,html,{}
SAMPLE-00030,ATAC-Seq,3/30/26,FC-00005,counts,gs://lims-analysis/atac_seq/SAMPLE-00030/2026-03-30/counts.tsv,lims-analysis,,tsv,{}
SAMPLE-00030,ATAC-Seq,3/30/26,FC-00005,qc_html,gs://lims-analysis/atac_seq/SAMPLE-00030/2026-03-30/qc_html.html,lims-analysis,,html,{}
SAMPLE-00031,RNA-Seq,3/31/26,FC-00001,counts,gs://lims-analysis/rna_seq/SAMPLE-00031/2026-03-31/counts.tsv,lims-analysis,,tsv,{}
SAMPLE-00031,RNA-Seq,3/31/26,FC-00001,qc_html,gs://lims-analysis/rna_seq/SAMPLE-00031/2026-03-31/qc_html.html,lims-analysis,,html,{}
SAMPLE-00032,RNA-Seq,4/1/26,FC-00002,counts,gs://lims-analysis/rna_seq/SAMPLE-00032/2026-04-01/counts.tsv,lims-analysis,,tsv,{}
SAMPLE-00032,RNA-Seq,4/1/26,FC-00002,qc_html,gs://lims-analysis/rna_seq/SAMPLE-00032/2026-04-01/qc_html.html,lims-analysis,,html,{}
SAMPLE-00033,ChIP-Seq,4/2/26,FC-00003,vcf,gs://lims-analysis/chip_seq/SAMPLE-00033/2026-04-02/vcf.vcf.gz,lims-analysis,,vcf.gz,{}
SAMPLE-00033,ChIP-Seq,4/2/26,FC-00003,qc_html,gs://lims-analysis/chip_seq/SAMPLE-00033/2026-04-02/qc_html.html,lims-analysis,,html,{}
SAMPLE-00034,ChIP-Seq,4/3/26,FC-00004,vcf,gs://lims-analysis/chip_seq/SAMPLE-00034/2026-04-03/vcf.vcf.gz,lims-analysis,,vcf.gz,{}
SAMPLE-00034,ChIP-Seq,4/3/26,FC-00004,qc_html,gs://lims-analysis/chip_seq/SAMPLE-00034/2026-04-03/qc_html.html,lims-analysis,,html,{}
SAMPLE-00035,ATAC-Seq,4/4/26,FC-00005,counts,gs://lims-analysis/atac_seq/SAMPLE-00035/2026-04-04/counts.tsv,lims-analysis,,tsv,{}
SAMPLE-00035,ATAC-Seq,4/4/26,FC-00005,qc_html,gs://lims-analysis/atac_seq/SAMPLE-00035/2026-04-04/qc_html.html,lims-analysis,,html,{}
SAMPLE-00036,ATAC-Seq,4/5/26,FC-00001,counts,gs://lims-analysis/atac_seq/SAMPLE-00036/2026-04-05/counts.tsv,lims-analysis,,tsv,{}
SAMPLE-00036,ATAC-Seq,4/5/26,FC-00001,qc_html,gs://lims-analysis/atac_seq/SAMPLE-00036/2026-04-05/qc_html.html,lims-analysis,,html,{}
SAMPLE-00037,RNA-Seq,4/6/26,FC-00002,counts,gs://lims-analysis/rna_seq/SAMPLE-00037/2026-04-06/counts.tsv,lims-analysis,,tsv,{}
SAMPLE-00037,RNA-Seq,4/6/26,FC-00002,qc_html,gs://lims-analysis/rna_seq/SAMPLE-00037/2026-04-06/qc_html.html,lims-analysis,,html,{}
SAMPLE-00038,ChIP-Seq,4/7/26,FC-00003,vcf,gs://lims-analysis/chip_seq/SAMPLE-00038/2026-04-07/vcf.vcf.gz,lims-analysis,,vcf.gz,{}
SAMPLE-00038,ChIP-Seq,4/7/26,FC-00003,qc_html,gs://lims-analysis/chip_seq/SAMPLE-00038/2026-04-07/qc_html.html,lims-analysis,,html,{}
SAMPLE-00039,RNA-Seq,4/8/26,FC-00004,counts,gs://lims-analysis/rna_seq/SAMPLE-00039/2026-04-08/counts.tsv,lims-analysis,,tsv,{}
SAMPLE-00039,RNA-Seq,4/8/26,FC-00004,qc_html,gs://lims-analysis/rna_seq/SAMPLE-00039/2026-04-08/qc_html.html,lims-analysis,,html,{}
SAMPLE-00040,ATAC-Seq,4/9/26,FC-00005,counts,gs://lims-analysis/atac_seq/SAMPLE-00040/2026-04-09/counts.tsv,lims-analysis,,tsv,{}
SAMPLE-00040,ATAC-Seq,4/9/26,FC-00005,qc_html,gs://lims-analysis/atac_seq/SAMPLE-00040/2026-04-09/qc_html.html,lims-analysis,,html,{}
SAMPLE-00041,RNA-Seq,4/10/26,FC-00001,counts,gs://lims-analysis/rna_seq/SAMPLE-00041/2026-04-10/counts.tsv,lims-analysis,,tsv,{}
SAMPLE-00041,RNA-Seq,4/10/26,FC-00001,qc_html,gs://lims-analysis/rna_seq/SAMPLE-00041/2026-04-10/qc_html.html,lims-analysis,,html,{}
SAMPLE-00042,RNA-Seq,4/11/26,FC-00002,counts,gs://lims-analysis/rna_seq/SAMPLE-00042/2026-04-11/counts.tsv,lims-analysis,,tsv,{}
SAMPLE-00042,RNA-Seq,4/11/26,FC-00002,qc_html,gs://lims-analysis/rna_seq/SAMPLE-00042/2026-04-11/qc_html.html,lims-analysis,,html,{}
SAMPLE-00043,ChIP-Seq,4/12/26,FC-00003,vcf,gs://lims-analysis/chip_seq/SAMPLE-00043/2026-04-12/vcf.vcf.gz,lims-analysis,,vcf.gz,{}
SAMPLE-00043,ChIP-Seq,4/12/26,FC-00003,qc_html,gs://lims-analysis/chip_seq/SAMPLE-00043/2026-04-12/qc_html.html,lims-analysis,,html,{}
SAMPLE-00044,ChIP-Seq,4/13/26,FC-00004,vcf,gs://lims-analysis/chip_seq/SAMPLE-00044/2026-04-13/vcf.vcf.gz,lims-analysis,,vcf.gz,{}
SAMPLE-00044,ChIP-Seq,4/13/26,FC-00004,qc_html,gs://lims-analysis/chip_seq/SAMPLE-00044/2026-04-13/qc_html.html,lims-analysis,,html,{}
SAMPLE-00045,ATAC-Seq,4/14/26,FC-00005,counts,gs://lims-analysis/atac_seq/SAMPLE-00045/2026-04-14/counts.tsv,lims-analysis,,tsv,{}
SAMPLE-00045,ATAC-Seq,4/14/26,FC-00005,qc_html,gs://lims-analysis/atac_seq/SAMPLE-00045/2026-04-14/qc_html.html,lims-analysis,,html,{}
SAMPLE-00046,ATAC-Seq,4/15/26,FC-00001,counts,gs://lims-analysis/atac_seq/SAMPLE-00046/2026-04-15/counts.tsv,lims-analysis,,tsv,{}
SAMPLE-00046,ATAC-Seq,4/15/26,FC-00001,qc_html,gs://lims-analysis/atac_seq/SAMPLE-00046/2026-04-15/qc_html.html,lims-analysis,,html,{}
SAMPLE-00047,RNA-Seq,4/16/26,FC-00002,counts,gs://lims-analysis/rna_seq/SAMPLE-00047/2026-04-16/counts.tsv,lims-analysis,,tsv,{}
SAMPLE-00047,RNA-Seq,4/16/26,FC-00002,qc_html,gs://lims-analysis/rna_seq/SAMPLE-00047/2026-04-16/qc_html.html,lims-analysis,,html,{}
SAMPLE-00048,ChIP-Seq,4/17/26,FC-00003,vcf,gs://lims-analysis/chip_seq/SAMPLE-00048/2026-04-17/vcf.vcf.gz,lims-analysis,,vcf.gz,{}
SAMPLE-00048,ChIP-Seq,4/17/26,FC-00003,qc_html,gs://lims-analysis/chip_seq/SAMPLE-00048/2026-04-17/qc_html.html,lims-analysis,,html,{}
SAMPLE-00049,RNA-Seq,4/18/26,FC-00004,counts,gs://lims-analysis/rna_seq/SAMPLE-00049/2026-04-18/counts.tsv,lims-analysis,,tsv,{}
SAMPLE-00049,RNA-Seq,4/18/26,FC-00004,qc_html,gs://lims-analysis/rna_seq/SAMPLE-00049/2026-04-18/qc_html.html,lims-analysis,,html,{}
SAMPLE-00050,ATAC-Seq,4/19/26,FC-00005,counts,gs://lims-analysis/atac_seq/SAMPLE-00050/2026-04-19/counts.tsv,lims-analysis,,tsv,{}
SAMPLE-00050,ATAC-Seq,4/19/26,FC-00005,qc_html,gs://lims-analysis/atac_seq/SAMPLE-00050/2026-04-19/qc_html.html,lims-analysis,,html,{}
131_D3_CD3_WT,WholeTranscriptome RNASeq,5/22/26,AAJCH3LM5,fastq,gs://genomics_xavier_bucket/WholeTranscriptome_RNASeq/20260522_NW_RNAseq/bcl_convert_out/bcl_fastqs/sample_fastqs/131_D3_CD3_WT_S15_R1_001.fastq.gz/131_D3_CD3_WT_S15_R1_001.fastq.gz,genomics-xavier-bucket,,fastq.gz,
131_D3_CD3_WT,WholeTranscriptome RNASeq,5/22/26,AAJCH3LM5,fastq,gs://genomics_xavier_bucket/WholeTranscriptome_RNASeq/20260522_NW_RNAseq/bcl_convert_out/bcl_fastqs/sample_fastqs/131_D3_CD3_WT_S15_R2_001.fastq.gz/131_D3_CD3_WT_S15_R2_001.fastq.gz,genomics-xavier-bucket,,fastq.gz,
134_D3_CD3_KO,WholeTranscriptome RNASeq,5/22/26,AAJCH3LM5,fastq,gs://genomics_xavier_bucket/WholeTranscriptome_RNASeq/20260522_NW_RNAseq/bcl_convert_out/bcl_fastqs/sample_fastqs/134_D3_CD3_KO_S16_R1_001.fastq.gz/134_D3_CD3_KO_S16_R1_001.fastq.gz,genomics-xavier-bucket,,fastq.gz,
134_D3_CD3_KO,WholeTranscriptome RNASeq,5/22/26,AAJCH3LM5,fastq,gs://genomics_xavier_bucket/WholeTranscriptome_RNASeq/20260522_NW_RNAseq/bcl_convert_out/bcl_fastqs/sample_fastqs/134_D3_CD3_KO_S16_R2_001.fastq.gz/134_D3_CD3_KO_S16_R2_001.fastq.gz,genomics-xavier-bucket,,fastq.gz,
141_D3_CD3_KO,WholeTranscriptome RNASeq,5/22/26,AAJCH3LM5,fastq,gs://genomics_xavier_bucket/WholeTranscriptome_RNASeq/20260522_NW_RNAseq/bcl_convert_out/bcl_fastqs/sample_fastqs/141_D3_CD3_KO_S17_R1_001.fastq.gz/141_D3_CD3_KO_S17_R1_001.fastq.gz,genomics-xavier-bucket,,fastq.gz,
141_D3_CD3_KO,WholeTranscriptome RNASeq,5/22/26,AAJCH3LM5,fastq,gs://genomics_xavier_bucket/WholeTranscriptome_RNASeq/20260522_NW_RNAseq/bcl_convert_out/bcl_fastqs/sample_fastqs/141_D3_CD3_KO_S17_R2_001.fastq.gz/141_D3_CD3_KO_S17_R2_001.fastq.gz,genomics-xavier-bucket,,fastq.gz,
142_D3_CD3_WT,WholeTranscriptome RNASeq,5/22/26,AAJCH3LM5,fastq,gs://genomics_xavier_bucket/WholeTranscriptome_RNASeq/20260522_NW_RNAseq/bcl_convert_out/bcl_fastqs/sample_fastqs/142_D3_CD3_WT_S18_R1_001.fastq.gz/142_D3_CD3_WT_S18_R1_001.fastq.gz,genomics-xavier-bucket,,fastq.gz,
142_D3_CD3_WT,WholeTranscriptome RNASeq,5/22/26,AAJCH3LM5,fastq,gs://genomics_xavier_bucket/WholeTranscriptome_RNASeq/20260522_NW_RNAseq/bcl_convert_out/bcl_fastqs/sample_fastqs/142_D3_CD3_WT_S18_R2_001.fastq.gz/142_D3_CD3_WT_S18_R2_001.fastq.gz,genomics-xavier-bucket,,fastq.gz,
149_D3_CD3_KO,WholeTranscriptome RNASeq,5/22/26,AAJCH3LM5,fastq,gs://genomics_xavier_bucket/WholeTranscriptome_RNASeq/20260522_NW_RNAseq/bcl_convert_out/bcl_fastqs/sample_fastqs/149_D3_CD3_KO_S19_R1_001.fastq.gz/149_D3_CD3_KO_S19_R1_001.fastq.gz,genomics-xavier-bucket,,fastq.gz,
149_D3_CD3_KO,WholeTranscriptome RNASeq,5/22/26,AAJCH3LM5,fastq,gs://genomics_xavier_bucket/WholeTranscriptome_RNASeq/20260522_NW_RNAseq/bcl_convert_out/bcl_fastqs/sample_fastqs/149_D3_CD3_KO_S19_R2_001.fastq.gz/149_D3_CD3_KO_S19_R2_001.fastq.gz,genomics-xavier-bucket,,fastq.gz,
150_D3_CD3_WT,WholeTranscriptome RNASeq,5/22/26,AAJCH3LM5,fastq,gs://genomics_xavier_bucket/WholeTranscriptome_RNASeq/20260522_NW_RNAseq/bcl_convert_out/bcl_fastqs/sample_fastqs/150_D3_CD3_WT_S20_R1_001.fastq.gz/150_D3_CD3_WT_S20_R1_001.fastq.gz,genomics-xavier-bucket,,fastq.gz,
150_D3_CD3_WT,WholeTranscriptome RNASeq,5/22/26,AAJCH3LM5,fastq,gs://genomics_xavier_bucket/WholeTranscriptome_RNASeq/20260522_NW_RNAseq/bcl_convert_out/bcl_fastqs/sample_fastqs/150_D3_CD3_WT_S20_R2_001.fastq.gz/150_D3_CD3_WT_S20_R2_001.fastq.gz,genomics-xavier-bucket,,fastq.gz,
157_D3_CD3_KO,WholeTranscriptome RNASeq,5/22/26,AAJCH3LM5,fastq,gs://genomics_xavier_bucket/WholeTranscriptome_RNASeq/20260522_NW_RNAseq/bcl_convert_out/bcl_fastqs/sample_fastqs/157_D3_CD3_KO_S21_R1_001.fastq.gz/157_D3_CD3_KO_S21_R1_001.fastq.gz,genomics-xavier-bucket,,fastq.gz,
157_D3_CD3_KO,WholeTranscriptome RNASeq,5/22/26,AAJCH3LM5,fastq,gs://genomics_xavier_bucket/WholeTranscriptome_RNASeq/20260522_NW_RNAseq/bcl_convert_out/bcl_fastqs/sample_fastqs/157_D3_CD3_KO_S21_R2_001.fastq.gz/157_D3_CD3_KO_S21_R2_001.fastq.gz,genomics-xavier-bucket,,fastq.gz,
159_D3_CD3_WT,WholeTranscriptome RNASeq,5/22/26,AAJCH3LM5,fastq,gs://genomics_xavier_bucket/WholeTranscriptome_RNASeq/20260522_NW_RNAseq/bcl_convert_out/bcl_fastqs/sample_fastqs/159_D3_CD3_WT_S22_R1_001.fastq.gz/159_D3_CD3_WT_S22_R1_001.fastq.gz,genomics-xavier-bucket,,fastq.gz,
159_D3_CD3_WT,WholeTranscriptome RNASeq,5/22/26,AAJCH3LM5,fastq,gs://genomics_xavier_bucket/WholeTranscriptome_RNASeq/20260522_NW_RNAseq/bcl_convert_out/bcl_fastqs/sample_fastqs/159_D3_CD3_WT_S22_R2_001.fastq.gz/159_D3_CD3_WT_S22_R2_001.fastq.gz,genomics-xavier-bucket,,fastq.gz,
166_F2_D1_IR_KO,WholeTranscriptome RNASeq,5/22/26,AAJCH3LM5,fastq,gs://genomics_xavier_bucket/WholeTranscriptome_RNASeq/20260522_NW_RNAseq/bcl_convert_out/bcl_fastqs/sample_fastqs/166_F2_D1_IR_KO_S1_R1_001.fastq.gz/166_F2_D1_IR_KO_S1_R1_001.fastq.gz,genomics-xavier-bucket,,fastq.gz,
166_F2_D1_IR_KO,WholeTranscriptome RNASeq,5/22/26,AAJCH3LM5,fastq,gs://genomics_xavier_bucket/WholeTranscriptome_RNASeq/20260522_NW_RNAseq/bcl_convert_out/bcl_fastqs/sample_fastqs/166_F2_D1_IR_KO_S1_R2_001.fastq.gz/166_F2_D1_IR_KO_S1_R2_001.fastq.gz,genomics-xavier-bucket,,fastq.gz,
167_F2_D1_IR_WT,WholeTranscriptome RNASeq,5/22/26,AAJCH3LM5,fastq,gs://genomics_xavier_bucket/WholeTranscriptome_RNASeq/20260522_NW_RNAseq/bcl_convert_out/bcl_fastqs/sample_fastqs/167_F2_D1_IR_WT_S2_R1_001.fastq.gz/167_F2_D1_IR_WT_S2_R1_001.fastq.gz,genomics-xavier-bucket,,fastq.gz,
167_F2_D1_IR_WT,WholeTranscriptome RNASeq,5/22/26,AAJCH3LM5,fastq,gs://genomics_xavier_bucket/WholeTranscriptome_RNASeq/20260522_NW_RNAseq/bcl_convert_out/bcl_fastqs/sample_fastqs/167_F2_D1_IR_WT_S2_R2_001.fastq.gz/167_F2_D1_IR_WT_S2_R2_001.fastq.gz,genomics-xavier-bucket,,fastq.gz,
168_F2_D1_IR_KO,WholeTranscriptome RNASeq,5/22/26,AAJCH3LM5,fastq,gs://genomics_xavier_bucket/WholeTranscriptome_RNASeq/20260522_NW_RNAseq/bcl_convert_out/bcl_fastqs/sample_fastqs/168_F2_D1_IR_KO_S3_R1_001.fastq.gz/168_F2_D1_IR_KO_S3_R1_001.fastq.gz,genomics-xavier-bucket,,fastq.gz,
168_F2_D1_IR_KO,WholeTranscriptome RNASeq,5/22/26,AAJCH3LM5,fastq,gs://genomics_xavier_bucket/WholeTranscriptome_RNASeq/20260522_NW_RNAseq/bcl_convert_out/bcl_fastqs/sample_fastqs/168_F2_D1_IR_KO_S3_R2_001.fastq.gz/168_F2_D1_IR_KO_S3_R2_001.fastq.gz,genomics-xavier-bucket,,fastq.gz,
169_F2_D1_IR_WT,WholeTranscriptome RNASeq,5/22/26,AAJCH3LM5,fastq,gs://genomics_xavier_bucket/WholeTranscriptome_RNASeq/20260522_NW_RNAseq/bcl_convert_out/bcl_fastqs/sample_fastqs/169_F2_D1_IR_WT_S4_R1_001.fastq.gz/169_F2_D1_IR_WT_S4_R1_001.fastq.gz,genomics-xavier-bucket,,fastq.gz,
169_F2_D1_IR_WT,WholeTranscriptome RNASeq,5/22/26,AAJCH3LM5,fastq,gs://genomics_xavier_bucket/WholeTranscriptome_RNASeq/20260522_NW_RNAseq/bcl_convert_out/bcl_fastqs/sample_fastqs/169_F2_D1_IR_WT_S4_R2_001.fastq.gz/169_F2_D1_IR_WT_S4_R2_001.fastq.gz,genomics-xavier-bucket,,fastq.gz,
175_F1_D3_IR_WT,WholeTranscriptome RNASeq,5/22/26,AAJCH3LM5,fastq,gs://genomics_xavier_bucket/WholeTranscriptome_RNASeq/20260522_NW_RNAseq/bcl_convert_out/bcl_fastqs/sample_fastqs/175_F1_D3_IR_WT_S7_R1_001.fastq.gz/175_F1_D3_IR_WT_S7_R1_001.fastq.gz,genomics-xavier-bucket,,fastq.gz,
175_F1_D3_IR_WT,WholeTranscriptome RNASeq,5/22/26,AAJCH3LM5,fastq,gs://genomics_xavier_bucket/WholeTranscriptome_RNASeq/20260522_NW_RNAseq/bcl_convert_out/bcl_fastqs/sample_fastqs/175_F1_D3_IR_WT_S7_R2_001.fastq.gz/175_F1_D3_IR_WT_S7_R2_001.fastq.gz,genomics-xavier-bucket,,fastq.gz,
176_F1_D3_IR_KO,WholeTranscriptome RNASeq,5/22/26,AAJCH3LM5,fastq,gs://genomics_xavier_bucket/WholeTranscriptome_RNASeq/20260522_NW_RNAseq/bcl_convert_out/bcl_fastqs/sample_fastqs/176_F1_D3_IR_KO_S8_R1_001.fastq.gz/176_F1_D3_IR_KO_S8_R1_001.fastq.gz,genomics-xavier-bucket,,fastq.gz,
176_F1_D3_IR_KO,WholeTranscriptome RNASeq,5/22/26,AAJCH3LM5,fastq,gs://genomics_xavier_bucket/WholeTranscriptome_RNASeq/20260522_NW_RNAseq/bcl_convert_out/bcl_fastqs/sample_fastqs/176_F1_D3_IR_KO_S8_R2_001.fastq.gz/176_F1_D3_IR_KO_S8_R2_001.fastq.gz,genomics-xavier-bucket,,fastq.gz,
177_F1_D3_IR_WT,WholeTranscriptome RNASeq,5/22/26,AAJCH3LM5,fastq,gs://genomics_xavier_bucket/WholeTranscriptome_RNASeq/20260522_NW_RNAseq/bcl_convert_out/bcl_fastqs/sample_fastqs/177_F1_D3_IR_WT_S9_R1_001.fastq.gz/177_F1_D3_IR_WT_S9_R1_001.fastq.gz,genomics-xavier-bucket,,fastq.gz,
177_F1_D3_IR_WT,WholeTranscriptome RNASeq,5/22/26,AAJCH3LM5,fastq,gs://genomics_xavier_bucket/WholeTranscriptome_RNASeq/20260522_NW_RNAseq/bcl_convert_out/bcl_fastqs/sample_fastqs/177_F1_D3_IR_WT_S9_R2_001.fastq.gz/177_F1_D3_IR_WT_S9_R2_001.fastq.gz,genomics-xavier-bucket,,fastq.gz,
178_F1_D3_IR_KO,WholeTranscriptome RNASeq,5/22/26,AAJCH3LM5,fastq,gs://genomics_xavier_bucket/WholeTranscriptome_RNASeq/20260522_NW_RNAseq/bcl_convert_out/bcl_fastqs/sample_fastqs/178_F1_D3_IR_KO_S10_R1_001.fastq.gz/178_F1_D3_IR_KO_S10_R1_001.fastq.gz,genomics-xavier-bucket,,fastq.gz,
178_F1_D3_IR_KO,WholeTranscriptome RNASeq,5/22/26,AAJCH3LM5,fastq,gs://genomics_xavier_bucket/WholeTranscriptome_RNASeq/20260522_NW_RNAseq/bcl_convert_out/bcl_fastqs/sample_fastqs/178_F1_D3_IR_KO_S10_R2_001.fastq.gz/178_F1_D3_IR_KO_S10_R2_001.fastq.gz,genomics-xavier-bucket,,fastq.gz,
179_F1_D3_IR_KO,WholeTranscriptome RNASeq,5/22/26,AAJCH3LM5,fastq,gs://genomics_xavier_bucket/WholeTranscriptome_RNASeq/20260522_NW_RNAseq/bcl_convert_out/bcl_fastqs/sample_fastqs/179_F1_D3_IR_KO_S11_R1_001.fastq.gz/179_F1_D3_IR_KO_S11_R1_001.fastq.gz,genomics-xavier-bucket,,fastq.gz,
179_F1_D3_IR_KO,WholeTranscriptome RNASeq,5/22/26,AAJCH3LM5,fastq,gs://genomics_xavier_bucket/WholeTranscriptome_RNASeq/20260522_NW_RNAseq/bcl_convert_out/bcl_fastqs/sample_fastqs/179_F1_D3_IR_KO_S11_R2_001.fastq.gz/179_F1_D3_IR_KO_S11_R2_001.fastq.gz,genomics-xavier-bucket,,fastq.gz,
180_F1_D3_IR_WT,WholeTranscriptome RNASeq,5/22/26,AAJCH3LM5,fastq,gs://genomics_xavier_bucket/WholeTranscriptome_RNASeq/20260522_NW_RNAseq/bcl_convert_out/bcl_fastqs/sample_fastqs/180_F1_D3_IR_WT_S12_R1_001.fastq.gz/180_F1_D3_IR_WT_S12_R1_001.fastq.gz,genomics-xavier-bucket,,fastq.gz,
180_F1_D3_IR_WT,WholeTranscriptome RNASeq,5/22/26,AAJCH3LM5,fastq,gs://genomics_xavier_bucket/WholeTranscriptome_RNASeq/20260522_NW_RNAseq/bcl_convert_out/bcl_fastqs/sample_fastqs/180_F1_D3_IR_WT_S12_R2_001.fastq.gz/180_F1_D3_IR_WT_S12_R2_001.fastq.gz,genomics-xavier-bucket,,fastq.gz,
181_F1_D3_IR_KO,WholeTranscriptome RNASeq,5/22/26,AAJCH3LM5,fastq,gs://genomics_xavier_bucket/WholeTranscriptome_RNASeq/20260522_NW_RNAseq/bcl_convert_out/bcl_fastqs/sample_fastqs/181_F1_D3_IR_KO_S13_R1_001.fastq.gz/181_F1_D3_IR_KO_S13_R1_001.fastq.gz,genomics-xavier-bucket,,fastq.gz,
181_F1_D3_IR_KO,WholeTranscriptome RNASeq,5/22/26,AAJCH3LM5,fastq,gs://genomics_xavier_bucket/WholeTranscriptome_RNASeq/20260522_NW_RNAseq/bcl_convert_out/bcl_fastqs/sample_fastqs/181_F1_D3_IR_KO_S13_R2_001.fastq.gz/181_F1_D3_IR_KO_S13_R2_001.fastq.gz,genomics-xavier-bucket,,fastq.gz,
182_F1_D3_IR_WT,WholeTranscriptome RNASeq,5/22/26,AAJCH3LM5,fastq,gs://genomics_xavier_bucket/WholeTranscriptome_RNASeq/20260522_NW_RNAseq/bcl_convert_out/bcl_fastqs/sample_fastqs/182_F1_D3_IR_WT_S14_R1_001.fastq.gz/182_F1_D3_IR_WT_S14_R1_001.fastq.gz,genomics-xavier-bucket,,fastq.gz,
182_F1_D3_IR_WT,WholeTranscriptome RNASeq,5/22/26,AAJCH3LM5,fastq,gs://genomics_xavier_bucket/WholeTranscriptome_RNASeq/20260522_NW_RNAseq/bcl_convert_out/bcl_fastqs/sample_fastqs/182_F1_D3_IR_WT_S14_R2_001.fastq.gz/182_F1_D3_IR_WT_S14_R2_001.fastq.gz,genomics-xavier-bucket,,fastq.gz,
188_F2_D1_IR_WT,WholeTranscriptome RNASeq,5/22/26,AAJCH3LM5,fastq,gs://genomics_xavier_bucket/WholeTranscriptome_RNASeq/20260522_NW_RNAseq/bcl_convert_out/bcl_fastqs/sample_fastqs/188_F2_D1_IR_WT_S5_R1_001.fastq.gz/188_F2_D1_IR_WT_S5_R1_001.fastq.gz,genomics-xavier-bucket,,fastq.gz,
188_F2_D1_IR_WT,WholeTranscriptome RNASeq,5/22/26,AAJCH3LM5,fastq,gs://genomics_xavier_bucket/WholeTranscriptome_RNASeq/20260522_NW_RNAseq/bcl_convert_out/bcl_fastqs/sample_fastqs/188_F2_D1_IR_WT_S5_R2_001.fastq.gz/188_F2_D1_IR_WT_S5_R2_001.fastq.gz,genomics-xavier-bucket,,fastq.gz,
189_F2_D1_IR_KO,WholeTranscriptome RNASeq,5/22/26,AAJCH3LM5,fastq,gs://genomics_xavier_bucket/WholeTranscriptome_RNASeq/20260522_NW_RNAseq/bcl_convert_out/bcl_fastqs/sample_fastqs/189_F2_D1_IR_KO_S6_R1_001.fastq.gz/189_F2_D1_IR_KO_S6_R1_001.fastq.gz,genomics-xavier-bucket,,fastq.gz,
189_F2_D1_IR_KO,WholeTranscriptome RNASeq,5/22/26,AAJCH3LM5,fastq,gs://genomics_xavier_bucket/WholeTranscriptome_RNASeq/20260522_NW_RNAseq/bcl_convert_out/bcl_fastqs/sample_fastqs/189_F2_D1_IR_KO_S6_R2_001.fastq.gz/189_F2_D1_IR_KO_S6_R2_001.fastq.gz,genomics-xavier-bucket,,fastq.gz,
